"ASV" "s.non-stunted_anemic" "s.non-stunted_healthy" "s.stunted_anemic" "s.stunted_healthy" "index" "stat" "p.value" "Domain" "Phylum" "Class" "Order" "Family" "Genus" "Species"
"113" "e51fc3bc6d08ae82b3299bff3739b1f6" 1 1 1 0 11 0.211406569032676 1 "d__Bacteria" "p__Bacteroidota" "c__Bacteroidia" "o__Bacteroidales" "f__Muribaculaceae" "g__Muribaculaceae" "s__uncultured_bacterium"
"114" "8f9cdbf71cac65f13d433cb0b1031cca" 1 1 0 0 5 0.22573305919324 0.625 "d__Bacteria" "p__Bacteroidota" "c__Bacteroidia" "o__Bacteroidales" "f__Barnesiellaceae" "g__Barnesiella" NA
"115" "f934328f40dd0490f0ba1e8b34dff01e" 1 1 1 0 11 0.197752737658412 1 "d__Bacteria" "p__Bacteroidota" "c__Bacteroidia" "o__Bacteroidales" "f__Barnesiellaceae" "g__Coprobacter" "s__Coprobacter_secundus"
"116" "ea8dfb14ae5ac50f8dce12f0dfcbc655" 0 0 0 1 4 0.494190758805887 0.01 "d__Bacteria" "p__Bacteroidota" "c__Bacteroidia" "o__Bacteroidales" "f__Dysgonomonadaceae" "g__Dysgonomonas" "s__Dysgonomonas_capnocytophagoides"
"117" "cc1c1f8febcd19956e4fe51b367672fb" 1 1 1 1 15 0.915810939779251 NA "d__Bacteria" "p__Bacteroidota" "c__Bacteroidia" "o__Bacteroidales" "f__Bacteroidaceae" "g__Bacteroides" NA
"118" "21373ffd6712599fab62f757ce54d49b" 1 1 0 0 5 0.11286652959662 1 "d__Bacteria" "p__Bacteroidota" "c__Bacteroidia" "o__Bacteroidales" "f__Tannerellaceae" NA NA
"119" "e4d7ec116468af7a897667872f28e30d" 1 1 1 0 11 0.429368771453446 0.48 "d__Bacteria" "p__Bacteroidota" "c__Bacteroidia" "o__Bacteroidales" "f__Tannerellaceae" "g__Parabacteroides" "s__Parabacteroides_merdae"
"120" "936af9e5453198d00a4c1a2ba8e4702f" 0 1 0 0 2 0.117041147196131 0.505 "d__Bacteria" "p__Bacteroidota" "c__Bacteroidia" "o__Bacteroidales" "f__uncultured" "g__uncultured" "s__uncultured_bacterium"
"121" "743bb6cdd56e62aff1c35fcf3a7b5ea0" 0 1 1 0 8 0.158886304194107 0.925 "d__Bacteria" "p__Bacteroidota" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Alloprevotella" "s__Prevotellaceae_bacterium"
"122" "9772f92f79ea8b9d8fcddf2410e06802" 1 1 1 0 11 0.554312700406911 0.18 "d__Bacteria" "p__Bacteroidota" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Prevotella" NA
"123" "025064d541a1a606b92d96453b5e0760" 0 0 1 0 3 0.140290233367319 0.67 "d__Bacteria" "p__Bacteroidota" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__uncultured" "s__uncultured_bacterium"
"124" "edf42f357f8934fc004c334c5c7b5e6e" 0 0 0 1 4 0.325796287036911 0.045 "d__Bacteria" "p__Bacteroidota" "c__Bacteroidia" "o__Bacteroidales" "f__Prevotellaceae" "g__Paraprevotella" NA
"125" "d09d31af61927eb4b89984c6119e1a13" 1 1 0 0 5 0.138232703275227 1 "d__Bacteria" "p__Cyanobacteria" "c__Vampirivibrionia" "o__Gastranaerophilales" "f__Gastranaerophilales" "g__Gastranaerophilales" "s__uncultured_bacterium"
"126" "6726c2626997de6acc25552de5f09d82" 1 1 1 0 11 0.409387060571201 0.47 "d__Bacteria" "p__Actinobacteriota" "c__Coriobacteriia" "o__Coriobacteriales" "f__Atopobiaceae" "g__Atopobium" NA
"127" "970b8c4828f3cc86fab57e48bb8fad63" 0 1 0 0 2 0.213288994011763 0.565 "d__Bacteria" "p__Actinobacteriota" "c__Coriobacteriia" "o__Coriobacteriales" "f__Atopobiaceae" "g__Olsenella" NA
"128" "7c3550e521d8dd035366eac5c64f2e47" 1 1 1 0 11 0.668526270464876 0.025 "d__Bacteria" "p__Actinobacteriota" "c__Coriobacteriia" "o__Coriobacteriales" "f__Atopobiaceae" "g__Libanicoccus" "s__human_gut"
"129" "b7d000a0302fb186f0c0d3ed19e7fc1f" 1 1 1 1 15 0.663973052957545 NA "d__Bacteria" "p__Actinobacteriota" "c__Coriobacteriia" "o__Coriobacteriales" "f__Coriobacteriaceae" "g__Collinsella" NA
"130" "99b35eca0da58ccf8b26089b66e013d4" 0 0 1 0 3 0.1705183102476 0.49 "d__Bacteria" "p__Actinobacteriota" "c__Coriobacteriia" "o__Coriobacteriales" "f__Coriobacteriaceae" "g__Enorma" NA
"131" "871b99772b7ead3ed8a217f566729af6" 0 0 0 1 4 0.476213470886934 0.01 "d__Bacteria" "p__Actinobacteriota" "c__Coriobacteriia" "o__Coriobacteriales" "f__Coriobacteriales_Incertae_Sedis" "g__uncultured" "s__gut_metagenome"
"132" "629f41c0de31ba20f5d2b3f4c69e09c1" 1 1 1 1 15 0.668009400487587 NA "d__Bacteria" "p__Actinobacteriota" "c__Coriobacteriia" "o__Coriobacteriales" "f__Eggerthellaceae" "g__Eggerthella" "s__uncultured_bacterium"
"133" "72bf6f8e32de3042bcea08f2a8fffae0" 0 0 0 1 4 0.309928224032847 0.185 "d__Bacteria" "p__Actinobacteriota" "c__Coriobacteriia" "o__Coriobacteriales" "f__Eggerthellaceae" "g__Gordonibacter" NA
"134" "ed1c9c17d20f0a4d1fba764a5ffdc884" 0 1 0 0 2 0.117041147196131 0.57 "d__Bacteria" "p__Actinobacteriota" "c__Coriobacteriia" "o__Coriobacteriales" "f__Coriobacteriales_Incertae_Sedis" "g__Phoenicibacter" "s__Phoenicibacter_massiliensis"
"135" "1b9ab7ba8573cbfe5f1a9f59f0b38ff4" 1 0 0 0 1 0.109108945117996 1 "d__Bacteria" "p__Actinobacteriota" "c__Coriobacteriia" "o__Coriobacteriales" "f__Eggerthellaceae" "g__Adlercreutzia" NA
"136" "0c166e629f0a5d7021647ef712e4774e" 0 0 1 0 3 0.198751514465084 0.16 "d__Bacteria" "p__Actinobacteriota" "c__Coriobacteriia" "o__Coriobacteriales" "f__Eggerthellaceae" "g__Paraeggerthella" NA
"137" "f0b0449bdd9c5d14b66b5f89e42dfc22" 1 1 1 0 11 0.167131567616219 1 "d__Bacteria" "p__Actinobacteriota" "c__Coriobacteriia" "o__Coriobacteriales" "f__Eggerthellaceae" "g__Slackia" "s__Slackia_piriformis"
"138" "35195a80f6fb69ef8bd6827d1b045aad" 1 1 1 0 11 0.409387060571201 0.465 "d__Bacteria" "p__Actinobacteriota" "c__Coriobacteriia" "o__Coriobacteriales" "f__Eggerthellaceae" "g__Senegalimassilia" "s__uncultured_bacterium"
"139" "b8f3e25d11280a9e2189700e107de07c" 0 1 0 0 2 0.117041147196131 0.57 "d__Bacteria" "p__Actinobacteriota" "c__Coriobacteriia" "o__Coriobacteriales" "f__Eggerthellaceae" "g__Enterorhabdus" "s__uncultured_bacterium"
"140" "fb0acb741317f05a7ee7d6eb1ef3ac3c" 1 1 0 0 5 0.159617376893524 0.955 "d__Bacteria" "p__Firmicutes" "c__Bacilli" "o__RF39" "f__RF39" "g__RF39" "s__human_gut"
"141" "de68af3f62b2b04e42f894e18839bb57" 1 0 0 0 1 0.109108945117996 1 "d__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Erysipelotrichales" "f__Erysipelotrichaceae" "g__Dielma" NA
"142" "db30710da37e69642cc4285ba7316773" 0 0 0 1 4 0.523722936566382 0.005 "d__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Erysipelotrichales" "f__Erysipelotrichaceae" "g__Merdibacter" "s__uncultured_bacterium"
"143" "30e54aa34a11ad2f7081bfd01f7a40dd" 1 1 1 0 11 0.325799403616164 0.795 "d__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Erysipelotrichales" "f__Erysipelotrichaceae" "g__Holdemanella" NA
"144" "cb3bfa7ac2b500c6a49d88ce9412dbea" 0 1 0 0 2 0.165521177720474 0.46 "d__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Erysipelotrichales" "f__Erysipelotrichaceae" "g__uncultured" "s__Clostridiales_bacterium"
"145" "5f8d35126b0a7321413d21487ec72b73" 1 1 1 1 15 0.591153419673267 NA "d__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Erysipelotrichales" "f__Erysipelotrichaceae" "g__[Clostridium]_innocuum_group" NA
"146" "419af6db3c0709d63ffc1933ab11b24c" 1 0 1 0 6 0.176398425270853 0.9 "d__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Erysipelotrichales" "f__Erysipelotrichaceae" "g__Faecalicoccus" "s__Faecalicoccus_pleomorphus"
"147" "bc6a59a66d65219dc321649375b9be2e" 0 0 0 1 4 0.418535509227595 0.04 "d__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Erysipelotrichales" "f__Erysipelotrichaceae" "g__Faecalitalea" "s__Faecalitalea_cylindroides"
"148" "6f980c6f3f2ffefd2013c721461cc1c6" 1 0 0 0 1 0.154303349962092 0.665 "d__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Erysipelotrichales" "f__Erysipelotrichaceae" "g__Holdemania" "s__uncultured_bacterium"
"149" "8e493df449e84acb4e24f5811ff3599b" 1 1 0 0 5 0.11286652959662 1 "d__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Erysipelotrichales" "f__Erysipelotrichaceae" "g__Solobacterium" "s__Solobacterium_moorei"
"150" "a663a01aeb4dbb88bbe0a9840e8f64dc" 1 1 1 1 15 0.842423539174232 NA "d__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Erysipelotrichales" "f__Erysipelatoclostridiaceae" "g__Erysipelatoclostridium" NA
"151" "533b6c05a74b2c25a94f884d6fe42f9d" 1 1 1 1 15 0.311085508419128 NA "d__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Erysipelotrichales" "f__Erysipelatoclostridiaceae" "g__Catenibacterium" NA
"152" "e865f29a716e8d51f83931befa951240" 1 0 1 1 13 0.435246487372796 0.145 "d__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Erysipelotrichales" "f__Erysipelatoclostridiaceae" "g__Erysipelotrichaceae_UCG-003" NA
"153" "a333ee090a52b582e1a0e2dd776eb937" 0 1 0 0 2 0.117041147196131 0.57 "d__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Erysipelotrichales" "f__Erysipelatoclostridiaceae" "g__Coprobacillus" NA
"154" "6d4fe16838ce84397bd418e10a2616d0" 0 0 0 1 4 0.349927106111883 0.02 "d__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Erysipelotrichales" "f__Erysipelatoclostridiaceae" "g__Candidatus_Stoquefichus" "s__Candidatus_Stoquefichus"
"155" "743f7360159fe13c57904b195e80859f" 0 0 1 1 10 0.560441682439273 0.08 "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Clostridiales" "f__Clostridiaceae" "g__Clostridium_sensu_stricto_1" NA
"156" "c16dcac354d2cf6baf9294c744a1ebe5" 1 1 1 1 15 0.274351630584367 NA "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Clostridiales" "f__Clostridiaceae" "g__Sarcina" NA
"157" "40404b487981af753c5999cef891e050" 0 0 0 1 4 0.408734465507923 0.02 "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Christensenellales" "f__Christensenellaceae" "g__Christensenellaceae_R-7_group" NA
"158" "d60b96014cef09d74aaa2fa1fbc9f3ac" 1 1 1 1 15 0.635000635000952 NA "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Oscillospirales" "f__Butyricicoccaceae" "g__Butyricicoccus" NA
"159" "08c99bb1165ff35c19bbdf2947849173" 0 1 0 0 2 0.117041147196131 0.57 "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Oscillospirales" "f__Butyricicoccaceae" NA NA
"160" "4e996a7f91e4ddd6604670ee92602e10" 1 1 0 0 5 0.11286652959662 1 "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Oscillospirales" "f__Butyricicoccaceae" "g__UCG-008" "s__uncultured_bacterium"
"161" "504efe2f63f610a0f92e8cd040e2f916" 0 0 0 1 4 0.492757654601657 0.01 "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Oscillospirales" "f__Ruminococcaceae" "g__Negativibacillus" "s__uncultured_bacterium"
"162" "dc8b29549096e6017f7319d3f86e32cc" 0 1 0 0 2 0.117041147196131 0.57 "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Oscillospirales" "f__Ruminococcaceae" "g__Paludicola" "s__uncultured_bacterium"
"163" "7c3d7711fd15460714ece118b35c0576" 0 1 1 0 8 0.292669755497776 0.185 "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Oscillospirales" "f__Ruminococcaceae" "g__Anaerotruncus" "s__uncultured_organism"
"164" "9845bd0223e4f28dfdcb21b6bf541161" 0 1 0 0 2 0.117041147196131 0.57 "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Oscillospirales" "f__Ruminococcaceae" "g__Pygmaiobacter" "s__Pygmaiobacter_massiliensis"
"165" "fe4ef330a3ab9d75fb7901961b3f7677" 0 0 1 0 3 0.18689095661661 0.29 "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Oscillospirales" "f__Ruminococcaceae" "g__Fournierella" "s__uncultured_bacterium"
"166" "f5d95230ea5c7be589ebfb2654751f6a" 1 1 1 1 15 0.463738895760168 NA "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Oscillospirales" "f__Ruminococcaceae" "g__UBA1819" "s__uncultured_organism"
"167" "3578cafb57e4b2ca4748b46cf444ac12" 1 1 1 1 15 0.600179184713566 NA "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Oscillospirales" "f__Ruminococcaceae" "g__Subdoligranulum" NA
"168" "12427d591e0e9445da48e730b2db3b9a" 1 1 1 1 15 0.714669635686338 NA "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Oscillospirales" "f__Ruminococcaceae" "g__Faecalibacterium" NA
"169" "c8b4d41f5529f56772e9988166516372" 0 1 1 0 8 0.164752610491332 0.565 "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Oscillospirales" "f__Ruminococcaceae" "g__Candidatus_Soleaferrea" "s__uncultured_Anaerotruncus"
"170" "255d3e378354ea91e18121d620d94e79" 1 1 1 1 15 0.433788016213856 NA "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Oscillospirales" "f__[Eubacterium]_coprostanoligenes_group" "g__[Eubacterium]_coprostanoligenes_group" NA
"171" "de0c24e45068ab1d31a78f4fb8b9c2cd" 0 0 0 1 4 0.390032156918837 0.035 "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Oscillospirales" "f__Ruminococcaceae" "g__Ruminococcus" "s__uncultured_Ruminococcus"
"172" "4634a018680cf18fa8e6c4f015ed4421" 0 0 1 0 3 0.189790893328406 0.225 "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Oscillospirales" "f__Ruminococcaceae" "g__[Eubacterium]_siraeum_group" "s__[Eubacterium]_siraeum"
"173" "b7248daa1b744c4c795e61436bad2adf" 0 0 0 1 4 0.305556632128257 0.085 "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Oscillospirales" "f__Ruminococcaceae" "g__uncultured" "s__uncultured_Ruminococcus"
"174" "5049723d560208ec087b871d25e98fd2" 1 1 1 1 15 0.302320772462571 NA "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Oscillospirales" "f__Ruminococcaceae" "g__CAG-352" "s__uncultured_bacterium"
"175" "916bf4d58715e2fa1889c34e23f91bf9" 1 0 0 0 1 0.109108945117996 1 "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Oscillospirales" "f__Ruminococcaceae" "g__Caproiciproducens" "s__uncultured_bacterium"
"176" "1ecb9226ae0db01558a9439c64a4be58" 0 1 0 0 2 0.117041147196131 0.67 "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Oscillospirales" "f__Ruminococcaceae" NA NA
"177" "067112b6a075b556709e2d4ba0ad4f31" 0 1 0 0 2 0.202721213519846 0.175 "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Oscillospirales" "f__Ruminococcaceae" "g__DTU089" NA
"178" "7cfb5a4528ad3f6d909a1ef592e22dee" 0 1 1 1 14 0.37317529826681 0.235 "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Oscillospirales" "f__Ruminococcaceae" "g__Incertae_Sedis" "s__uncultured_organism"
"179" "0c053c38cdbe319bdd539363e59dcc31" 0 0 0 1 4 0.476266189851541 0.015 "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Oscillospirales" "f__Oscillospiraceae" "g__Colidextribacter" "s__uncultured_Clostridia"
"180" "286cdd25e778d56bcb2d8fe45c803961" 1 1 1 1 15 0.572675291284085 NA "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Oscillospirales" "f__Oscillospiraceae" "g__Flavonifractor" "s__uncultured_bacterium"
"181" "23ae9e9452e2bd52a140ee9fefd3a132" 0 0 1 0 3 0.189790893328406 0.23 "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Oscillospirales" "f__Oscillospiraceae" NA NA
"182" "326fcbda08151d3eb553b812008bab89" 0 1 0 0 2 0.117041147196131 0.505 "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Oscillospirales" "f__Oscillospiraceae" "g__Intestinimonas" "s__Intestinimonas_butyriciproducens"
"183" "d5e621a90548ace9eb09043faa6db21f" 0 1 0 0 2 0.117041147196131 0.575 "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Oscillospirales" "f__Butyricicoccaceae" "g__UCG-009" NA
"184" "8ca8266de22f80a38cc348f66f911331" 0 0 0 1 4 0.425955601349174 0.12 "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Oscillospirales" "f__Oscillospiraceae" "g__uncultured" NA
"185" "6be68d91f94ac46a4c75df7c75021bb8" 0 1 0 0 2 0.117041147196131 0.555 "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Oscillospirales" "f__UCG-010" "g__UCG-010" "s__gut_metagenome"
"186" "e5c50c40ded726f010f28971136a1fe4" 1 1 0 0 5 0.11286652959662 1 "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Oscillospirales" "f__Oscillospiraceae" "g__NK4A214_group" "s__metagenome"
"187" "0f94d5594dec0e0879f3da115d859f2c" 0 0 0 1 4 0.410024279991458 0.09 "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Monoglobales" "f__Monoglobaceae" "g__Monoglobus" NA
"188" "4f44372fa9b9049b54114fdfae5e5d8d" 0 0 0 1 4 0.365016445121756 0.06 "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Oscillospirales" "f__Oscillospiraceae" "g__UCG-005" NA
"189" "d0c4437e7c8ba942056b7330793b81d9" 1 0 0 0 1 0.154303349962092 0.52 "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Oscillospirales" "f__Oscillospiraceae" "g__Oscillibacter" NA
"190" "438e7952abf9c55ab67df8e94431dee4" 0 1 0 0 2 0.117041147196131 0.67 "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Oscillospirales" "f__Oscillospiraceae" "g__UCG-003" NA
"191" "152fa5fb81923e2ce09727f2e38be474" 0 0 0 1 4 0.38626625280249 0.045 "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Oscillospirales" "f__Oscillospiraceae" "g__UCG-002" NA
"192" "693de09a317c267d5af55841893aec6e" 0 0 0 1 4 0.38866074268371 0.045 "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Clostridia_UCG-014" "f__Clostridia_UCG-014" "g__Clostridia_UCG-014" "s__uncultured_organism"
"193" "bbbf807fccaf8b5896d4eb82f2ca7cb6" 0 0 0 1 4 0.558892348864825 0.03 "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__[Eubacterium]_hallii_group" NA
"194" "f4f1a748a39a3dbff0de6c9216c1f095" 1 0 1 0 6 0.168231646227613 0.465 "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__Tuzzerella" NA
"195" "333f47d7d5015f08e2fd2de313b0db6d" 0 1 0 0 2 0.33856387294637 0.13 "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__Lachnospiraceae_UCG-010" "s__uncultured_organism"
"196" "322c242478ae2b042b3968d0ba935ce3" 1 1 0 0 5 0.11286652959662 1 "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Defluviitaleaceae" "g__Defluviitaleaceae_UCG-011" "s__uncultured_bacterium"
"197" "76e232640ecfbcc093caccebe8b2ff15" 0 1 0 0 2 0.165521177720474 0.445 "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__[Eubacterium]_xylanophilum_group" NA
"198" "9f13b19008d5919b2d49905d2ca06b99" 1 1 1 1 15 0.622171016838255 NA "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__Anaerostipes" NA
"199" "4294e9573aa2dbc0222f54b285824bce" 0 0 0 1 4 0.509066396728793 0.005 "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__[Eubacterium]_ruminantium_group" "s__uncultured_bacterium"
"200" "367fc85e6f4ccea4f7821093eb8c0564" 0 0 0 1 4 0.484371100660421 0.01 "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__Lachnospiraceae_UCG-001" NA
"201" "db707b4e4367788f6f0f53525b62c61d" 1 1 1 1 15 0.867576032427712 NA "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__[Ruminococcus]_gnavus_group" NA
"202" "df192232ea85bc2f6a3adcadaa22b4e3" 1 1 1 1 15 0.74415283434266 NA "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__Dorea" "s__uncultured_bacterium"
"203" "ab7a8707660d0f02825298a567214290" 0 1 0 0 2 0.117041147196131 0.555 "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__Moryella" "s__human_gut"
"204" "4f839b8ce253647338ad6ec2c58aaa85" 0 0 0 1 4 0.482101528275319 0.005 "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__[Eubacterium]_ventriosum_group" NA
"205" "ca56974b21c3b8a9e2ec3fe88996c0cb" 0 1 0 0 2 0.117041147196131 0.555 "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__GCA-900066575" "s__uncultured_bacterium"
"206" "892adc3bb7b3b0dbca1a6ad2657e0415" 0 0 0 1 4 0.512662013317635 0.005 "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__Frisingicoccus" NA
"207" "bc9f5044e47b189552e9b5746eccd751" 0 0 0 1 4 0.464085478199729 0.01 "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__Lachnospiraceae_ND3007_group" "s__metagenome"
"208" "c24c8b2c8ccae7ecb204c9f63ade8c7d" 0 0 0 1 4 0.289626615285502 0.185 "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__[Eubacterium]_eligens_group" NA
"209" "031b77a75bff7a6723d26e7e2fee4609" 1 1 0 0 5 0.22573305919324 0.695 "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__Lachnospira" NA
"210" "6f075faedbe636c6e192947ea0a87100" 1 0 0 0 1 0.109108945117996 1 "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__Howardella" "s__Catonella_sp."
"211" "ce6b1ca94056d100a1df87a6ed7a90bc" 1 1 1 0 11 0.325799403616164 0.71 "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__Hungatella" NA
"212" "6b60c773d05a567636f57ab021703c6f" 1 0 0 0 1 0.154303349962092 0.615 "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__Robinsoniella" "s__Robinsoniella_peoriensis"
"213" "77179c914d854ab269c8f9ae2e709647" 1 1 1 1 15 0.816496580927726 NA "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__Blautia" NA
"214" "b7423dd718c9033644219e0f95af0aba" 0 0 0 1 4 0.472198774993448 0.005 "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__Marvinbryantia" NA
"215" "24ac1cbe3fb5bb0861a7639da9aa87f4" 0 0 1 1 10 0.474380024934531 0.175 "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__Fusicatenibacter" NA
"216" "081eb233139933b97350274f74384090" 0 0 0 1 4 0.4786016413187 0.015 "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__CAG-56" "s__uncultured_bacterium"
"217" "7c2872d44cd07d6000ee0ee0c689d778" 0 0 1 0 3 0.235540133742338 0.33 "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__Anaerosporobacter" "s__uncultured_organism"
"218" "f68cc6b19396079edba3e086217ad055" 0 1 0 0 2 0.117041147196131 0.555 "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__Lachnospiraceae_UCG-009" NA
"219" "3955aedaf9628d8081af01e5708cc9d3" 1 1 1 1 15 0.630753091443547 NA "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__[Ruminococcus]_torques_group" NA
"220" "1d8b84a03912257db768016645b454a9" 1 1 1 1 15 0.381000381000571 NA "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__Coprococcus" NA
"221" "f61299313ce0559d2a53d6b9a43edecf" 1 0 1 1 13 0.40309179949558 0.325 "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__Tyzzerella" "s__Tyzzerella_sp."
"222" "7655b9d589be810192d96d6ed491d75b" 0 1 0 0 2 0.165521177720474 0.35 "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__[Eubacterium]_fissicatena_group" NA
"223" "807d2d0b0f1f8eb790d934ff2a891297" 0 0 0 1 4 0.488405009522278 0.005 "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__Lactonifactor" NA
"224" "ac7d09912a44e01bb477b68a35a4ba9f" 1 1 1 1 15 0.43994134506406 NA "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__Roseburia" NA
"225" "abca3120681f80e5a837b07d3c11056e" 0 0 0 1 4 0.386260193391341 0.105 "d__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Lachnospirales" "f__Lachnospiraceae" "g__Agathobacter" NA
